Rk,year,TM,player,college,yrs,G,MP,PTS,TRB,AST,FG,3p%,FT,WS,ws48,BPM,VORP
40,1976,MIL,Lloyd Walton,Marquette,5,341,15.8,4.2,1.1,3.6,0.454,0.25,0.711,5.2,0.047,-1.6,0.6
41,1976,NYK,John McGill,Alcorn State,,,,,,,,,,,,,
42,1976,NOJ,Steve Copp,San Diego State,,,,,,,,,,,,,
43,1976,LAL,Tom Abernethy,Indiana,5,319,17,5.6,3.2,1.2,0.492,0,0.747,13.4,0.118,0.2,3
44,1976,HOU,Barnes Hauptfuhrer,Princeton,,,,,,,,,,,,,
45,1976,PHO,Ira Terrell,SMU,2,127,19.6,7,4.2,1.1,0.498,,0.638,4.1,0.08,-1.2,0.5
46,1976,ATL,Larry Cooke,Virginia Tech,,,,,,,,,,,,,
47,1976,PHI,Ron Norwood,DePaul,,,,,,,,,,,,,
48,1976,BUF,Gary Brewster,Texas-El Paso,,,,,,,,,,,,,
49,1976,WSB,Bill Cook,Memphis,,,,,,,,,,,,,
50,1976,CLE,Gary Cole,University of Wisconsin-Parkside,,,,,,,,,,,,,
51,1976,BOS,Jerry Fort,Nebraska,,,,,,,,,,,,,
52,1976,CHI,Keith Starr,Pitt,1,17,3.8,0.8,0.6,0.4,0.25,,1,-0.2,-0.111,-6.1,-0.1
53,1976,ATL,Tom Barker,Hawaii,2,98,18.7,6.5,5.3,0.8,0.422,,0.692,1.3,0.034,-3.8,-0.9
54,1976,KCK,Clarence Ramsey,Washington,,,,,,,,,,,,,
55,1976,DET,Scott Thompson,Iowa,,,,,,,,,,,,,
56,1976,POR,David Everett,Grand Canyon University,,,,,,,,,,,,,
57,1976,NYK,Rick Bullock,Texas Tech,,,,,,,,,,,,,
58,1976,NOJ,John Service,UC Santa Barbara,,,,,,,,,,,,,
59,1976,MIL,Dan Frost,Iowa,,,,,,,,,,,,,
60,1976,LAL,Wayman Britt,Michigan,1,7,2.3,1.3,0.6,0.3,0.3,,0.75,0,0.046,-4.5,0
61,1976,HOU,Hercle Ivy,Iowa State,,,,,,,,,,,,,
62,1976,PHO,Paul Miller,Oregon State,,,,,,,,,,,,,
63,1976,SEA,Willie Parr,LeMoyne-Owen College,,,,,,,,,,,,,
64,1976,PHI,Freeman Blade,"Montana State University, Billings",,,,,,,,,,,,,
65,1976,WSB,Marion Hillard,Memphis,,,,,,,,,,,,,
66,1976,CLE,John Engles,Penn,,,,,,,,,,,,,
67,1976,BOS,Lewis Linder,Kentucky State University,,,,,,,,,,,,,
68,1976,GSW,Jeff Fosnes,Vanderbilt,,,,,,,,,,,,,
69,1976,CHI,Nate Williams,Illinois,,,,,,,,,,,,,
70,1976,ATL,Ron Davis,Washington State,3,78,12.2,5.3,1.8,0.7,0.42,0.25,0.571,0.1,0.007,-3.6,-0.5
71,1976,KCK,Willie Hodge,Duke,,,,,,,,,,,,,
72,1976,DET,Jim Hearns,Marymount College,,,,,,,,,,,,,
73,1976,POR,Gary Reddings,Auburn,,,,,,,,,,,,,
74,1976,NOJ,Paul Griffin,Western Michigan,7,480,20.9,5.1,5.5,2.3,0.505,,0.692,19.6,0.094,0.3,5.9
75,1976,MIL,Tom Lockhart,Manhattan College,,,,,,,,,,,,,
76,1976,NYK,Beaver Smith,St. John's,,,,,,,,,,,,,
77,1976,MIL,James Rappis,Arizona,,,,,,,,,,,,,
78,1976,HOU,Dave Marrs,Houston,,,,,,,,,,,,,
79,1976,PHO,Ralph Walker,Saint Mary's,,,,,,,,,,,,,
80,1976,SEA,Robert Gray,Wichita State,,,,,,,,,,,,,
81,1976,PHI,Jeff Browne,Missouri Western State College,,,,,,,,,,,,,
82,1976,ATL,Connie White,California,,,,,,,,,,,,,
83,1976,WSB,L.C. Mason,Alabama State University,,,,,,,,,,,,,
84,1976,CLE,Edmund Lawrence,McNeese State University,1,3,6.3,4,1.3,0.3,0.625,,0.5,0.1,0.201,-3.7,0
85,1976,BOS,Louis McKinney,Saint Louis,,,,,,,,,,,,,
86,1976,GSW,Carl Bird,California,,,,,,,,,,,,,
87,1976,CHI,Tom Paulin,Winston-Salem State,,,,,,,,,,,,,
88,1976,ATL,Pete Padgett,Nevada,,,,,,,,,,,,,
89,1976,KCK,Andre McCarter,UCLA,3,103,11.5,3.8,0.9,1.7,0.431,0.25,0.725,1.1,0.046,-2.5,-0.2
90,1976,DET,Russell Davis,Virginia Tech,,,,,,,,,,,,,
91,1976,GSW,Duane Barnett,Stanford,,,,,,,,,,,,,
92,1976,MIL,Phil Spence,NC State,,,,,,,,,,,,,
93,1976,NYK,Joe Jones,Grambling State University,,,,,,,,,,,,,
94,1976,NOJ,Barnard Tomlin,Hofstra,,,,,,,,,,,,,
95,1976,LAL,Ed Schweitzer,Stanford,,,,,,,,,,,,,
96,1976,HOU,Robert Paige,Houston Baptist University,,,,,,,,,,,,,
97,1976,PHO,Carl Brown,Eastern Kentucky University,,,,,,,,,,,,,
98,1976,SEA,Darrell Peterson,Wake Forest,,,,,,,,,,,,,
99,1976,PHI,Mike Dunleavy,South Carolina,11,438,19.2,8,1.6,3.9,0.467,0.339,0.81,16.1,0.092,-0.7,2.9
100,1976,BUF,Danny Odums,Fairfield,,,,,,,,,,,,,
101,1976,WSB,Pat Tallent,George Washington,,,,,,,,,,,,,
102,1976,CLE,Harry Davis,Morris Brown College,,,,,,,,,,,,,
103,1976,BOS,Art Collins,St. Thomas University,1,29,13.6,3.2,1.4,0.9,0.354,0,0.667,-0.4,-0.054,-5.8,-0.4
104,1976,GSW,Gene Cunningham,Norfolk State,,,,,,,,,,,,,
105,1976,CHI,Barry McLeod,Centenary (LA),,,,,,,,,,,,,
106,1976,ATL,Carl Gerlach,Kansas State,,,,,,,,,,,,,
107,1976,KCK,Craig Prosser,Canisius,,,,,,,,,,,,,
108,1976,DET,Curt Peterson,University of Puget Sound,,,,,,,,,,,,,
109,1976,POR,Al DeWitt,Weber State,,,,,,,,,,,,,
110,1976,NYK,Boyd Batts,UNLV,,,,,,,,,,,,,
111,1976,NOJ,Andy Walker,Niagara University,1,40,11,4.5,1.9,0.8,0.462,,0.766,0.7,0.081,-1.1,0.1
112,1976,MIL,Ron Barrow,Southern University and A&M College,,,,,,,,,,,,,
113,1976,LAL,Tommie Lipsey,UCLA,,,,,,,,,,,,,
114,1976,HOU,Barry Davis,Texas A&M,,,,,,,,,,,,,
115,1976,PHO,Brad Warble,Eastern Illinois University,,,,,,,,,,,,,
116,1976,SEA,Mark Klein,Malone College,,,,,,,,,,,,,
117,1976,PHI,Phil Walker,Millersville,1,40,9.6,4.5,1.3,1.4,0.354,,0.667,-0.4,-0.045,-4.6,-0.3
118,1976,BUF,Frank Jones,Tennessee Technological University,,,,,,,,,,,,,
119,1976,WSB,Ralph Vallott,Loyola Chicago,,,,,,,,,,,,,
120,1976,CLE,Johnny Britt,Western Kentucky,,,,,,,,,,,,,
121,1976,BOS,Ralph Drollinger,UCLA,1,6,11.2,2.5,3.2,2.3,0.5,,0.25,-0.2,-0.117,-4.1,-0.1
122,1976,GSW,Jesse Campbell,Mercyhurst College,,,,,,,,,,,,,
123,1976,CLE,Dale Koehler,Wisconsin,,,,,,,,,,,,,
124,1976,ATL,Doug Terry,Utah,,,,,,,,,,,,,
125,1976,KCK,Mike Davis,Bradley,,,,,,,,,,,,,
126,1976,DET,Randy Henry,Illinois State,,,,,,,,,,,,,
127,1976,POR,Brant Gibbler,University of Puget Sound,,,,,,,,,,,,,
128,1976,NOJ,Richard Bryant,Texas State University,,,,,,,,,,,,,
129,1976,MIL,Bob Warner,University of Maine,,,,,,,,,,,,,
130,1976,NYK,Rick McCutcheon,Arizona State,,,,,,,,,,,,,
131,1976,LAL,Ed Gregg,Utah State University,,,,,,,,,,,,,
132,1976,HOU,Dan Kruger,Texas,,,,,,,,,,,,,
133,1976,PHO,Tom DeBerry,Northern Arizona University,,,,,,,,,,,,,
134,1976,SEA,Norton Barnhill,Washington State,1,4,2.5,1,0.8,0.3,0.333,,,0,-0.198,-5.3,0
135,1976,PHI,Lee Dixon,Hardin-Simmons University,,,,,,,,,,,,,
136,1976,BUF,Mark McAndrew,Providence,,,,,,,,,,,,,
137,1976,WSB,Merlin Wilson,Georgetown,,,,,,,,,,,,,
138,1976,CLE,Tim Sisneros,Middle Tennessee,,,,,,,,,,,,,
139,1976,BOS,John Clark,Northeastern University,,,,,,,,,,,,,
140,1976,GSW,Stan Boskovich,West Virginia,,,,,,,,,,,,,
141,1976,CHI,John Thomas,UConn,,,,,,,,,,,,,
142,1976,ATL,Bob Kovach,San Diego State,,,,,,,,,,,,,
143,1976,KCK,Dave Logan,Colorado,,,,,,,,,,,,,
144,1976,DET,Bill Martin,Hartwick College,,,,,,,,,,,,,
145,1976,POR,Rob Torresdal,Linfield College,,,,,,,,,,,,,
146,1976,MIL,Benny Shaw,Central Florida,,,,,,,,,,,,,
147,1976,NYK,Archie Talley,Salem International University,,,,,,,,,,,,,
148,1976,NOJ,Calvin Robinson,Mississippi Valley State University,,,,,,,,,,,,,
149,1976,LAL,David Pickett,Louisiana-Monroe,,,,,,,,,,,,,
150,1976,PHO,John Irving,Hofstra,,,,,,,,,,,,,
151,1976,SEA,Ron Johnson,North Carolina A&T,,,,,,,,,,,,,
152,1976,PHI,Fly Williams,Austin Peay State University,,,,,,,,,,,,,
153,1976,BUF,Bob Rozyczko,St. Bonaventure,,,,,,,,,,,,,
154,1976,WSB,Clyde Agnew,Newberry College,,,,,,,,,,,,,
155,1976,CLE,Bruce Parkinson,Purdue,,,,,,,,,,,,,
156,1976,BOS,Bill Collins,Boston College,,,,,,,,,,,,,
157,1976,GSW,Howard Smith,San Francisco,,,,,,,,,,,,,
158,1976,CHI,John Hudson,Concord University,,,,,,,,,,,,,
159,1976,ATL,Mike Dickerson,South Florida,,,,,,,,,,,,,
160,1976,KCK,Harry Bailey,University of North Texas,,,,,,,,,,,,,
161,1976,DET,Bob Johnson,Wisconsin,,,,,,,,,,,,,
162,1976,POR,Marcos Leite,Pepperdine,,,,,,,,,,,,,
163,1976,NYK,Eugene Shy,Florida,,,,,,,,,,,,,
164,1976,NOJ,Art Johnson,Iowa State,,,,,,,,,,,,,
165,1976,MIL,Hugo Cabrera,East Texas State University,,,,,,,,,,,,,
166,1976,PHO,Gary Jackson,Arizona State,,,,,,,,,,,,,
167,1976,SEA,Ricky Lewis,Alcorn State,,,,,,,,,,,,,
168,1976,PHI,Ed Stefanski,Penn,,,,,,,,,,,,,
169,1976,BUF,Tim Stokes,Canisius,,,,,,,,,,,,,
170,1976,WSB,Mike Beuscher,Seton Hall,,,,,,,,,,,,,
171,1976,CLE,Elisha McSweeney,"Minnesota State University, Mankato",,,,,,,,,,,,,
172,1976,BOS,Otho Tucker,Illinois,,,,,,,,,,,,,
173,1976,GSW,Ken Smith,San Diego State,,,,,,,,,,,,,
1,1977,MIL,Kent Benson,Indiana,11,680,23.1,9.1,5.7,1.8,0.493,0.206,0.757,33.6,0.103,0.2,8.8
2,1977,KCK,Otis Birdsong,Houston,12,696,31.1,18,3,3.2,0.506,0.274,0.655,48.2,0.107,0.6,14.3
3,1977,MIL,Marques Johnson,UCLA,11,691,34.3,20.1,7,3.6,0.518,0.152,0.739,79.8,0.162,3.3,31.7
4,1977,WSB,Greg Ballard,Oregon,11,802,27.5,12.4,6.1,2.2,0.472,0.338,0.787,54,0.117,1.2,18.1
5,1977,PHO,Walter Davis,UNC,15,1033,27.9,18.9,3,3.8,0.511,0.272,0.851,76.9,0.128,1.5,25.3
6,1977,LAL,Kenny Carr,NC State,10,674,25.5,11.6,7.4,1.4,0.51,0.079,0.684,33.6,0.094,-1.5,2.3
7,1977,NJN,Bernard King,Tennessee,14,874,33.7,22.5,5.8,3.3,0.518,0.172,0.73,75.4,0.123,1.7,27
8,1977,SEA,Jack Sikma,Illinois Wesleyan University,14,1107,33.4,15.6,9.8,3.2,0.464,0.328,0.849,112.5,0.146,2,37
9,1977,DEN,Tom LaGarde,UNC,6,312,19.9,7.6,5.1,1.5,0.462,0,0.64,6.5,0.05,-3,-1.6
10,1977,NYK,Ray Williams,Minnesota,10,655,28.2,15.5,3.6,5.8,0.451,0.237,0.802,37.1,0.096,1.6,16.8
11,1977,MIL,Ernie Grunfeld,Tennessee,9,693,18.6,7.4,2.6,2,0.477,0.337,0.77,25,0.093,-0.5,4.9
12,1977,BOS,Cedric Maxwell,UNC Charlotte,11,835,28.5,12.5,6.3,2.2,0.546,0.053,0.784,78.5,0.159,1.7,22.1
13,1977,CHI,Tate Armstrong,Duke,2,92,10.6,3.8,1,1.1,0.454,,0.8,0.3,0.017,-3.1,-0.3
14,1977,ATL,Tree Rollins,Clemson,18,1156,20.8,5.4,5.8,0.6,0.522,0,0.7,63.9,0.128,1.1,18.8
15,1977,LAL,Brad Davis,Maryland,15,961,23.2,8.2,1.8,4.9,0.51,0.321,0.828,53.6,0.115,0.1,12.1
16,1977,GSW,Rickey Green,Michigan,14,946,24.6,9.4,1.9,5.5,0.469,0.207,0.807,47.2,0.097,0.5,15
17,1977,WSB,Bo Ellis,Marquette,3,168,11.8,3.6,2.9,0.7,0.431,0,0.731,2.5,0.06,-2.6,-0.3
18,1977,GSW,Wesley Cox,Louisville,2,74,11,4.6,2.8,0.3,0.412,,0.51,0.1,0.007,-6,-0.9
19,1977,POR,Rich Laurel,Hofstra,1,10,5.7,2.4,1,0.3,0.323,,1,0,-0.034,-5.1,-0.1
20,1977,PHI,Glenn Mosley,Seton Hall,2,32,7.6,3.1,2.2,0.7,0.409,,0.578,0.2,0.042,-2.9,-0.1
21,1977,DEN,Anthony Roberts,Oral Roberts,5,213,18.2,7.8,3.9,1.2,0.412,0,0.699,3.3,0.041,-4.2,-2.3
22,1977,LAL,Norm Nixon,Duquesne,10,768,35.5,15.7,2.6,8.3,0.483,0.294,0.772,47.6,0.084,-0.5,10.2
23,1977,CHI,Mike Glenn,Southern Illinois,10,593,16.2,7.6,1.2,1.6,0.542,0.286,0.855,25.3,0.126,0.3,5.6
24,1977,BUF,Larry Johnson,Kentucky,1,4,9.5,1.5,1.3,1.8,0.231,,0,-0.1,-0.099,-2.9,0
25,1977,PHI,Wilson Washington,Old Dominion,2,100,17,7.3,4.5,0.6,0.497,,0.605,2.1,0.06,-2.4,-0.2
26,1977,NYK,Glen Gondrezick,UNLV,6,435,17.3,5.8,4.5,1.4,0.473,0.143,0.724,15.9,0.101,0.2,4.2
27,1977,MIL,Glenn Williams,St. John's,,,,,,,,,,,,,
28,1977,POR,Kim Anderson,Missouri,1,21,10.7,3,2.1,0.7,0.312,,0.536,-0.4,-0.078,-7.5,-0.4
29,1977,IND,Alonzo Bradley,Texas Southern,3,99,11.5,4.4,1.5,0.7,0.418,1,0.703,-0.2,-0.007,-4.6,-0.8
30,1977,CHI,Steve Sheppard,Maryland,2,106,9.2,3.5,1.7,0.6,0.459,,0.633,0.9,0.045,-3,-0.2
31,1977,KCK,Eddie Owens,UNLV,1,8,7.9,2.6,1.3,0.6,0.429,,0.5,0,0.027,-3.9,0
32,1977,NYK,Toby Knight,Notre Dame,4,283,25.9,12.9,5.1,1.2,0.519,0,0.74,15.7,0.103,-0.9,2.1
33,1977,CLE,Eddie Jordan,Rutgers University,7,420,20.3,8.1,1.9,3.8,0.414,0.224,0.763,8.8,0.05,-0.3,3.6
34,1977,HOU,Larry Moffett,UNLV,1,20,5.5,0.8,1.1,0.4,0.294,,0.6,-0.1,-0.042,-4.6,-0.1
35,1977,CHI,Mark Landsberger,Arizona State,7,437,16.7,5.6,6.1,0.5,0.481,0,0.522,12.2,0.08,-3,-1.9
36,1977,DET,Ben Poquette,Central Michigan University,10,718,22,6.8,5.2,1.2,0.483,0.22,0.779,30.4,0.093,-0.7,5.3
37,1977,SAS,Jeff Wilkins,Illinois State,6,454,22,7.9,5.7,1,0.459,0,0.743,8.8,0.042,-3.9,-4.8
38,1977,GSW,Ricky Love,University of Alabama at Huntsville,,,,,,,,,,,,,
39,1977,WSB,Phil Walker,Millersville,1,40,9.6,4.5,1.3,1.4,0.354,,0.667,-0.4,-0.045,-4.6,-0.3
40,1977,HOU,Robert Reid,St. Mary's University,13,919,27.3,11.4,4.5,2.7,0.458,0.291,0.732,40.3,0.077,-0.7,8.2
41,1977,POR,T.R. Dunn,Alabama,14,993,23.2,5.1,4.4,1.6,0.457,0.05,0.725,39.8,0.083,0,11.5
42,1977,PHI,Bob Elliott,Arizona,3,141,16.5,7,3.6,1.4,0.494,0.333,0.649,3,0.063,-2.1,0
43,1977,PHI,Herm Harris,Arizona,,,,,,,,,,,,,
44,1977,NOJ,Essie Hollis,St. Bonaventure,1,25,6.2,2.8,1.8,0.2,0.4,,0.75,0.1,0.022,-4.3,-0.1
45,1977,KCK,Bill Paterno,Notre Dame,,,,,,,,,,,,,
46,1977,LAL,James Edwards,Washington,19,1168,24.3,12.7,5.1,1.3,0.495,0.048,0.698,59.7,0.101,-1.7,2
47,1977,MIL,Gary Yoder,Cincinnati,,,,,,,,,,,,,
48,1977,ATL,Sam Smith,UNLV,2,46,13.5,6.8,1.4,1.3,0.419,0.229,0.862,1.1,0.082,-1,0.2
49,1977,ATL,Eddie Johnson,Auburn,10,675,29.6,15.1,2.3,5.1,0.476,0.326,0.791,41,0.098,0.4,12.1
50,1977,NOJ,Tony Hanson,UConn,,,,,,,,,,,,,
51,1977,IND,Stan Mayhew,Weber State,,,,,,,,,,,,,
52,1977,SEA,Joe Hassett,Providence,6,292,12.5,5.9,1.1,1.3,0.421,0.336,0.861,6.4,0.084,-0.8,1.1
53,1977,KCK,John Kuester,UNC,3,135,11.3,3.3,1,2.3,0.427,0,0.833,2,0.064,-1.9,0.1
54,1977,NYK,Lloyd McMillian,Cal State Long Beach,,,,,,,,,,,,,
55,1977,CLE,Steve Grote,Michigan,,,,,,,,,,,,,
56,1977,BOS,Skip Brown,Wake Forest,,,,,,,,,,,,,
57,1977,WSB,Steve Puidokas,Washington State,,,,,,,,,,,,,
58,1977,DET,John Irving,Hofstra,,,,,,,,,,,,,
59,1977,SAS,Dan Henderson,Arkansas State University,,,,,,,,,,,,,
60,1977,GSW,Marlon Redmond,San Francisco,2,77,13.7,6.5,2.1,1,0.423,0,0.655,0.6,0.026,-2.8,-0.3
61,1977,WSB,Jerry Schellenberg,Wake Forest,,,,,,,,,,,,,
62,1977,HOU,Phil Bond,Louisville,1,7,3,0.6,0.6,0.3,0.333,,,0,-0.092,-4.5,0
63,1977,POR,Ricky Brown,Alabama,,,,,,,,,,,,,
64,1977,PHI,Arnold Dugger,Oral Roberts,,,,,,,,,,,,,
65,1977,DEN,Robert Smith,UNLV,7,229,13.6,5,1.3,1.8,0.435,0.238,0.877,5.6,0.086,-1.9,0.1
66,1977,PHO,Mike Bratz,Stanford,9,586,18.1,7,1.8,3.2,0.407,0.305,0.83,11.1,0.05,-1.8,0.6
67,1977,NJN,Bob Elmore,Wichita State,,,,,,,,,,,,,
68,1977,BUF,Melvin Watkins,UNC Charlotte,,,,,,,,,,,,,
69,1977,MIL,Lewis Brown,UNLV,1,2,2.5,1,1,0,0,,0.4,-0.1,-0.667,-5.7,0
70,1977,ATL,Dave Bormann,Gardner-Webb University,,,,,,,,,,,,,
71,1977,PHO,Greg Griffin,Idaho State University,1,36,11.7,4,2.9,0.7,0.361,,0.639,-0.1,-0.011,-6.5,-0.5
72,1977,NOJ,Dennis Boyd,Detroit Mercy,1,5,8,1.2,0.4,1.4,0.25,,,-0.2,-0.23,-6.4,-0.1
73,1977,IND,George Pendleton,Georgia State University,,,,,,,,,,,,,
74,1977,SEA,Jim Cooper,Alabama State University,,,,,,,,,,,,,
75,1977,KCK,Larry Williams,Texas Southern,,,,,,,,,,,,,
76,1977,NYK,Steve Hayes,Idaho State University,5,212,10.8,2.6,2.5,0.4,0.482,0,0.5,2.9,0.061,-3.6,-0.9
77,1977,CLE,Melvin Jones,West Texas A&M University,,,,,,,,,,,,,
78,1977,BOS,Jeff Cummings,Tulane,,,,,,,,,,,,,
79,1977,CHI,Mike McConalthy,Louisiana Tech,,,,,,,,,,,,,
80,1977,DET,Bruce King,Iowa,,,,,,,,,,,,,
81,1977,SAS,Matt Hicks,Northern Illinois,,,,,,,,,,,,,
82,1977,GSW,Roy Smith,Kentucky State University,,,,,,,,,,,,,
83,1977,WSB,David Reavis,Georgia,,,,,,,,,,,,,
84,1977,HOU,Rocky Smith,Oregon State,,,,,,,,,,,,,
85,1977,POR,Greg White,USC,,,,,,,,,,,,,
86,1977,PHI,Jack Jones,Utah,,,,,,,,,,,,,
87,1977,GSW,Leartha Scott,University of Wisconsin-Parkside,,,,,,,,,,,,,
88,1977,LAL,Tony Robertson,West Virginia,2,75,13.4,5.5,1.1,1.4,0.435,,0.694,0.4,0.02,-2.4,-0.1
89,1977,NJN,Gerald Cunningham,Kentucky State University,,,,,,,,,,,,,
90,1977,BUF,Mike Hanley,Niagara University,,,,,,,,,,,,,
91,1977,MIL,Ron Norwood,DePaul,,,,,,,,,,,,,
92,1977,ATL,Bill Gordon,Chattanooga,,,,,,,,,,,,,
93,1977,PHO,Cecil Rellford,St. John's,,,,,,,,,,,,,
94,1977,NOJ,Jim Grady,Gonzaga,,,,,,,,,,,,,
95,1977,IND,Marvin Jackson,Prairie View A&M University,,,,,,,,,,,,,
96,1977,SEA,Dale Haberman,McKendree College,,,,,,,,,,,,,
97,1977,KCK,Bob Chapman,Michigan State,,,,,,,,,,,,,
98,1977,NYK,Bill Terry,Monmouth University,,,,,,,,,,,,,
99,1977,CLE,Al Smith,Jackson State University,,,,,,,,,,,,,
100,1977,BOS,Bill Langloh,Virginia,,,,,,,,,,,,,
101,1977,CHI,Nate Davis,South Carolina,,,,,,,,,,,,,
102,1977,DET,Jim Kennedy,Missouri,,,,,,,,,,,,,
103,1977,SAS,Scott Sims,Missouri,1,12,7.9,2.5,1.1,1.7,0.385,,0.667,-0.2,-0.088,-5.7,-0.1
104,1977,GSW,Ray Epps,Norfolk State,1,13,5.5,2,0.4,0.2,0.435,,0.75,0.1,0.057,-4.2,0
105,1977,WSB,Bruce Parkinson,Purdue,,,,,,,,,,,,,
106,1977,HOU,Ed Thompson,Idaho State University,,,,,,,,,,,,,
107,1977,POR,Donn Wilber,La Salle,,,,,,,,,,,,,
108,1977,PHI,Teko Wynder,Tulsa,,,,,,,,,,,,,
109,1977,DEN,John Billups,Ole Miss,,,,,,,,,,,,,
110,1977,LAL,John Robinson,Michigan,,,,,,,,,,,,,
111,1977,NJN,Mark Crow,Duke,1,15,10.3,5.6,1.8,0.5,0.438,,0.7,0.2,0.051,-3.2,0
112,1977,BUF,Curvan Lewis,Virginia Union University,,,,,,,,,,,,,
113,1977,MIL,Chuck Goodyear,Miami University,,,,,,,,,,,,,
114,1977,ATL,Calvin Crews,LA-Lafayette,,,,,,,,,,,,,
115,1977,PHO,Billy McKinney,Northwestern,7,476,19.3,8,1.4,3.5,0.493,0.063,0.82,15.6,0.082,-1.2,1.7
116,1977,NOJ,Wayne Golden,Chattanooga,,,,,,,,,,,,,
117,1977,IND,Tom Scheffler,Purdue,1,39,6.9,1.3,1.9,0.3,0.412,,0.5,0.2,0.037,-4.5,-0.2
118,1977,SEA,Bucky O'Brien,Seattle University,,,,,,,,,,,,,
119,1977,KCK,Bob Cooper,Providence,,,,,,,,,,,,,
120,1977,NYK,Jerry Graycraft,Milligan College,,,,,,,,,,,,,
121,1977,CLE,Ron Cox,Eastern Washington,,,,,,,,,,,,,
122,1977,BOS,Roy Pace,Rutgers University-Camden,,,,,,,,,,,,,
123,1977,CHI,Jay Chessman,BYU,,,,,,,,,,,,,
124,1977,DET,Herb Nobles,Kansas,,,,,,,,,,,,,
125,1977,SAS,Bruce Buckley,UNC,,,,,,,,,,,,,
126,1977,GSW,Jack Phelan,Saint Francis University,,,,,,,,,,,,,
127,1977,WSB,Ernie Wansley,Virginia Tech,,,,,,,,,,,,,
128,1977,POR,Myron Jordan,University of the Pacific,,,,,,,,,,,,,
129,1977,PHI,George Gibson,Winston-Salem State,,,,,,,,,,,,,
130,1977,DEN,Jim Town,UMass,,,,,,,,,,,,,
131,1977,LAL,Grover Woolard,Murray State,,,,,,,,,,,,,
132,1977,NJN,Scott Conant,Newberry College,,,,,,,,,,,,,
133,1977,BUF,Mike Jackson,Tennessee,,,,,,,,,,,,,
134,1977,MIL,Ron Bostic,Detroit Mercy,,,,,,,,,,,,,
135,1977,ATL,James Holliman,Arizona State,,,,,,,,,,,,,
136,1977,PHO,Alvin Scott,Oral Roberts,8,627,17.3,4.9,3.2,1.4,0.481,0.2,0.733,23,0.102,0.2,5.9
137,1977,NOJ,Lusia Harris,Delta State University,,,,,,,,,,,,,
138,1977,SEA,Billy Reynolds,Northwestern State University,,,,,,,,,,,,,
139,1977,KCK,Bruce Jenner,Graceland University,,,,,,,,,,,,,
140,1977,NYK,Tom Weadock,St. John's,,,,,,,,,,,,,
141,1977,CLE,Bob Riddle,Eastern Michigan,,,,,,,,,,,,,
142,1977,BOS,Dave Kyle,Cleveland State University,,,,,,,,,,,,,
143,1977,CHI,Mike Smith,University of Evansville,,,,,,,,,,,,,
144,1977,DET,Robert Lewis,Johnson C. Smith University,,,,,,,,,,,,,
145,1977,SAS,Richard Robinson,New Mexico,,,,,,,,,,,,,
146,1977,GSW,Jerry Thurston,Mercer University,,,,,,,,,,,,,
147,1977,WSB,Calvin Brown,American University,,,,,,,,,,,,,
148,1977,POR,Don Smith,Oregon State,,,,,,,,,,,,,
149,1977,PHI,Dennin Forest,Nebraska-Omaha,,,,,,,,,,,,,
150,1977,DEN,Willie High,Alabama State University,,,,,,,,,,,,,
151,1977,LAL,Lars Hansen,Washington,1,15,13.7,5.1,3.9,0.9,0.509,,0.581,0.6,0.149,-1.3,0.1
152,1977,NJN,Ralph Drollinger,UCLA,1,6,11.2,2.5,3.2,2.3,0.5,,0.25,-0.2,-0.117,-4.1,-0.1
153,1977,BUF,Emery Sammons,Philadelphia University,,,,,,,,,,,,,
154,1977,MIL,Larry Pikes,UW-Milwaukee,,,,,,,,,,,,,
155,1977,ATL,Vern Thompson,BYU,,,,,,,,,,,,,
156,1977,PHO,Alvin Joseph,"University of California, Riverside",,,,,,,,,,,,,
157,1977,NOJ,Dave Speicher,Toledo,,,,,,,,,,,,,
158,1977,SEA,Jeff Frey,University of Evansville,,,,,,,,,,,,,
159,1977,NYK,Ken Slappy,Saint Peter's College,,,,,,,,,,,,,
160,1977,CLE,Tom Cutter,Western Michigan,,,,,,,,,,,,,
161,1977,BOS,Tom Harris,Bowling Green,,,,,,,,,,,,,
162,1977,CHI,Rich Rhodes,Eastern Illinois University,,,,,,,,,,,,,
163,1977,DET,Tim Appleton,Kenyon College,,,,,,,,,,,,,
164,1977,SAS,Jerome Gladney,Arizona,,,,,,,,,,,,,
165,1977,GSW,Ricky Marsh,Manhattan College,1,60,14.2,4.5,1.3,1.5,0.426,,0.697,0.5,0.028,-3.1,-0.2
166,1977,WSB,Pat McKinley,Towson University,,,,,,,,,,,,,
167,1977,POR,Harold Rhodes,Washington,,,,,,,,,,,,,
168,1977,PHI,John Olive,Villanova,2,35,5.8,1.3,0.6,0.1,0.31,,0.783,-0.2,-0.058,-6.4,-0.3
169,1977,DEN,Len Saunders,Florida,,,,,,,,,,,,,
170,1977,LAL,Art Allen,Pepperdine,,,,,,,,,,,,,
1,1978,POR,Mychal Thompson,Minnesota,12,935,29.7,13.7,7.4,2.3,0.504,0.083,0.655,59.1,0.102,0.1,14.5
2,1978,KCK,Phil Ford,UNC,7,482,28,11.6,1.8,6.4,0.467,0.21,0.82,23.3,0.083,-0.8,4.1
3,1978,IND,Rick Robey,Kentucky,8,493,17.9,7.6,4.7,1.2,0.501,0.125,0.65,15.8,0.086,-1.9,0.1
